direccion,precio,gastos_comunes,caracteristicas,num_caracteristicas,fecha_descarga,fecha_publicacion,titulo,url,latitud,longitud,ciudad,precio_range,id,geometry,from_id,to_id,travel_time,routes,board_stops,alight_stops,ride_times,access_time,egress_time,transfer_time,wait_times,total_time,n_iterations
"Llano Subercaseaux 3833, San Miguel, Chile, El Llano, San Miguel, RM (Metropolitana)",650000.0,Gastos comunes aproximados $ 130.000,100 m² totales / 4 dormitorios / 3 baños,3,2023-06-13,Publicado hace 8 días,Se Arrienda Amplio Dpto 4d 3b A Pasos Del Metro San Miguel,https://www.portalinmobiliario.com/MLC-1721180950-se-arrienda-amplio-dpto-4d-3b-a-pasos-del-metro-san-miguel-_JM#position=19&search_layout=stack&type=item&tracking_id=0ca72231-f8a2-450f-a114-517171f45d14,-33.48938425,-70.65180969383691,Santiago,"(500000.0, 1000000.0]",716,POINT (-70.65180969383691 -33.48938425),716,14995,22.0,"['L2V', 'L2R', '507']","['90', '29', 'PA450']","['29', '70', 'PA322']","[2.3, 1.6, 3.6]",2.2,3.3,1.3,"[3.0, 2.2, 3.0]",22.4,21
"Fernando Lazcano 1340, San Miguel, Chile, El Llano, San Miguel, RM (Metropolitana)",650000.0,Gastos comunes aproximados $ 135.000,112 m² totales / 4 dormitorios / 3 baños,3,2023-06-13,Publicado hace 7 días,Departamento 4d 3b Cercano Metro El Llano,https://www.portalinmobiliario.com/MLC-1391362621-departamento-4d-3b-cercano-metro-el-llano-_JM#position=21&search_layout=stack&type=item&tracking_id=0ca72231-f8a2-450f-a114-517171f45d14,-33.483796178571424,-70.65304531428572,Santiago,"(500000.0, 1000000.0]",717,POINT (-70.65304531428572 -33.48379617857142),717,14995,25.0,"['L2R', '506e']","['45', 'PA450']","['70', 'PA452']","[4.4, 2.6]",8.3,4.6,1.3,"[3.9, 2.3]",27.3,7
"Avenida General Bustamante 900 - 1200, Ñuñoa, Chile, Metro Irarrázaval, Ñuñoa, RM (Metropolitana)",710000.0,Gastos comunes aproximados $ 35.000,100 m² totales / 3 dormitorios / 2 baños,3,2023-06-13,Publicado hace 19 días,"Departamento Remodelado , Parque Bustamante Salida Metro.",https://www.portalinmobiliario.com/MLC-1387545499-departamento-remodelado-parque-bustamante-salida-metro-_JM#position=23&search_layout=stack&type=item&tracking_id=0ca72231-f8a2-450f-a114-517171f45d14,-33.4552813,-70.6283697,Santiago,"(500000.0, 1000000.0]",719,POINT (-70.62836969999999 -33.4552813),719,14995,20.0,['506e'],['PD564'],['PA452'],[12.0],0.9,4.6,0.0,[3.4],20.9,22
"Huerfanos 1400, Santiago, Chile, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",750000.0,,3 dormitorios / 2 baños,2,2023-06-13,Publicado hace 2 meses,Amplio Departamento Familiar Amoblado Con Estacionamiento En,https://www.portalinmobiliario.com/MLC-1384855589-amplio-departamento-familiar-amoblado-con-estacionamiento-en-_JM#position=32&search_layout=stack&type=item&tracking_id=0ca72231-f8a2-450f-a114-517171f45d14,-33.4403369,-70.6568925,Santiago,"(500000.0, 1000000.0]",725,POINT (-70.6568925 -33.4403369),725,14995,24.0,['509'],['PA52'],['PA452'],[12.7],4.9,4.6,0.0,[2.6],24.9,1
"Alameda / Lord Cochrane, Bulnes, Santiago, RM (Metropolitana)",700000.0,Gastos comunes aproximados $ 90.000,105 m² totales / 2 dormitorios / 2 baños,3,2023-06-13,Publicado hace 36 días,Departamento En Arriendo De 2 Dorm. En Santiago Centro,https://www.portalinmobiliario.com/MLC-1640262644-departamento-en-arriendo-de-2-dorm-en-santiago-centro-_JM#position=34&search_layout=stack&type=item&tracking_id=0ca72231-f8a2-450f-a114-517171f45d14,-33.4454379,-70.6553236,Santiago,"(500000.0, 1000000.0]",727,POINT (-70.6553236 -33.4454379),727,14995,20.0,"['516', '119']","['PA365', 'PA273']","['PA347', 'PA276']","[2.5, 4.3]",2.0,4.3,3.4,"[1.0, 1.9]",19.4,1
"Metro Chile España, Plaza Ñuñoa, Ñuñoa, RM (Metropolitana)",750000.0,,86 m² totales / 2 dormitorios / 2 baños,3,2023-06-13,Publicado hace 35 días,Metro Chile España,https://www.portalinmobiliario.com/MLC-1382304701-metro-chile-espana-_JM#position=36&search_layout=stack&type=item&tracking_id=0ca72231-f8a2-450f-a114-517171f45d14,-33.4544565,-70.60535152871154,Santiago,"(500000.0, 1000000.0]",728,POINT (-70.60535152871154 -33.4544565),728,14995,26.0,"['L6', 'L2R', '506v']","['106', '29', 'PA450']","['29', '70', 'PA452']","[8.9, 1.6, 3.3]",1.1,4.6,1.3,"[1.5, 1.1, 3.3]",26.5,2
"El Llano, San Miguel, RM (Metropolitana)",800000.0,,100 m² totales / 4 dormitorios / 3 baños,3,2023-06-13,Publicado hace 12 días por Property Partners,Amplio Departamento Con Excelente Ubicación,https://www.portalinmobiliario.com/MLC-1717030308-amplio-departamento-con-excelente-ubicacion-_JM#position=40&search_layout=stack&type=item&tracking_id=0ca72231-f8a2-450f-a114-517171f45d14,-33.4825819,-70.6493721,Santiago,"(500000.0, 1000000.0]",730,POINT (-70.64937209999999 -33.4825819),730,14995,18.0,"['L2R', '506']","['45', 'PA450']","['70', 'PA452']","[4.4, 3.0]",0.7,4.6,1.3,"[2.0, 3.3]",19.4,20
"Bartolo Soto, San Miguel, Chile, El Llano, San Miguel, RM (Metropolitana)",720000.0,Gastos comunes aproximados $ 150.000,79 m² totales / 3 dormitorios / 2 baños,3,2023-06-13,Publicado hace 4 meses,Arriendo Precioso Depto. 3 D. Estacionamiento Y Bodega !,https://www.portalinmobiliario.com/MLC-1707386568-arriendo-precioso-depto-3-d-estacionamiento-y-bodega--_JM#position=50&search_layout=stack&type=item&tracking_id=0ca72231-f8a2-450f-a114-517171f45d14,-33.4892683,-70.6533863,Santiago,"(500000.0, 1000000.0]",736,POINT (-70.65338629999999 -33.4892683),736,14995,24.0,"['L2V', 'L2R', '509']","['90', '29', 'PA450']","['29', '70', 'PA452']","[2.3, 1.6, 3.3]",5.0,4.6,1.3,"[3.1, 3.8, 1.0]",25.9,5
"Universidad De Chile, Barrio República, Santiago, RM (Metropolitana)",650000.0,Gastos comunes aproximados $ 100.000,95 m² totales / 2 dormitorios / 2 baños,3,2023-06-13,Publicado hace 13 días,Departamento Duplex En Arriendo De 2 Dorm. En Santiago,https://www.portalinmobiliario.com/MLC-1390078147-departamento-duplex-en-arriendo-de-2-dorm-en-santiago-_JM#position=7&search_layout=stack&type=item&tracking_id=2d62b4ab-334e-48a1-b9f8-713ba5f85381,-33.4439386,-70.6510174,Santiago,"(500000.0, 1000000.0]",738,POINT (-70.6510174 -33.4439386),738,14995,21.0,"['L1', '121']","['15', 'PA273']","['83', 'PA276']","[3.3, 4.3]",1.2,4.3,5.8,"[2.7, 2.2]",23.9,2
"Santo Domingo 1450, Santiago, Chile, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",650000.0,Gastos comunes aproximados $ 120.000,88 m² totales / 2 dormitorios / 2 baños,3,2023-06-13,Publicado hace 25 días,Departamento 2 Dormitorios Remodelado ,https://www.portalinmobiliario.com/MLC-1685099464-departamento-2-dormitorios-remodelado-_JM#position=8&search_layout=stack&type=item&tracking_id=2d62b4ab-334e-48a1-b9f8-713ba5f85381,-33.436982246938776,-70.65765661020407,Santiago,"(500000.0, 1000000.0]",739,POINT (-70.65765661020407 -33.43698224693878),739,14995,20.0,"['L2R', '507']","['4', 'PA450']","['70', 'PA322']","[4.4, 3.6]",6.0,3.3,1.3,"[1.7, 1.4]",21.7,3
"Av. Pedro De Valdivia, Metro Ñuñoa, Ñuñoa, RM (Metropolitana)",650000.0,Gastos comunes aproximados $ 180.000,59 m² totales / 2 dormitorios / 2 baños,3,2023-06-13,Publicado hace 11 días por Fuenzalida Plaza Egaña,Departamento En Arriendo De 2 Dorm. En Ñuñoa,https://www.portalinmobiliario.com/MLC-1390693143-departamento-en-arriendo-de-2-dorm-en-nunoa-_JM#position=47&search_layout=stack&type=item&tracking_id=2d62b4ab-334e-48a1-b9f8-713ba5f85381,-33.4541948,-70.6050084,Santiago,"(500000.0, 1000000.0]",758,POINT (-70.6050084 -33.4541948),758,14995,26.0,"['L3', '506v']","['106', 'PA446']","['116', 'PA452']","[5.8, 8.7]",0.4,4.6,2.1,"[3.9, 1.5]",27.0,3
"Monseñor Eyzaguirre, Metro Monseñor Eyzaguirre, Ñuñoa, RM (Metropolitana)",700000.0,Gastos comunes aproximados $ 120.000,70 m² totales / 2 dormitorios / 2 baños,3,2023-06-13,Publicado hace 21 días,Monseñor Eyzaguirre,https://www.portalinmobiliario.com/MLC-1386932403-monsenor-eyzaguirre-_JM#position=9&search_layout=stack&type=item&tracking_id=0210141a-8ae7-456d-a8aa-ef889614e916,-33.4532001,-70.6135365,Santiago,"(500000.0, 1000000.0]",762,POINT (-70.6135365 -33.4532001),762,14995,25.0,"['L3', '507']","['117', 'PA446']","['116', 'PA322']","[4.1, 9.1]",0.6,3.3,2.1,"[2.5, 3.8]",25.5,18
"Irarrázaval 400, Metro Irarrázaval, Ñuñoa, RM (Metropolitana)",660000.0,Gastos comunes aproximados $ 90.000,72 m² totales / 2 dormitorios / 2 baños,3,2023-06-13,Publicado hace 25 días,Departamento En Arriendo En Ñuñoa,https://www.portalinmobiliario.com/MLC-1684243966-departamento-en-arriendo-en-nunoa-_JM#position=11&search_layout=stack&type=item&tracking_id=0210141a-8ae7-456d-a8aa-ef889614e916,-33.4549221,-70.628254,Santiago,"(500000.0, 1000000.0]",763,POINT (-70.628254 -33.4549221),763,14995,21.0,['506'],['PD564'],['PA452'],[13.4],1.7,4.6,0.0,[2.8],22.4,18
"Av. Vicuña Mackenna 7149, 8260136 La Florida, Región Metropolitana, Chile, Plaza Vespucio, La Florida, RM (Metropolitana)",650000.0,Gastos comunes aproximados $ 100.000,100 m² totales / 3 dormitorios / 2 baños,3,2023-06-13,Publicado hace 13 días,Amplio Depto. Bellavista De La Florida 3d2b1e,https://www.portalinmobiliario.com/MLC-1715568624-amplio-depto-bellavista-de-la-florida-3d2b1e-_JM#position=24&search_layout=stack&type=item&tracking_id=1c5dbe9e-471a-4740-89b9-62e08a663e6f,-33.4368273,-70.6353329,Santiago,"(500000.0, 1000000.0]",800,POINT (-70.63533289999999 -33.4368273),800,14995,26.0,"['L5V', 'L3', '506']","['6', '35', 'PA446']","['35', '116', 'PA452']","[3.4, 1.9, 8.0]",3.6,4.6,2.1,"[1.4, 1.8, 1.1]",27.9,1
"Avenida Recoleta, Recoleta, Chile, Einstein, Recoleta, RM (Metropolitana)",650000.0,Gastos comunes aproximados $ 120.000,80.35 m² totales / 3 dormitorios / 2 baños,3,2023-06-13,Publicado hace 15 días,"Excelente Departamento , Finas Terminaciones , Muy Poco Uso",https://www.portalinmobiliario.com/MLC-1710768594-excelente-departamento-finas-terminaciones-muy-poco-uso-_JM#position=19&search_layout=stack&type=item&tracking_id=472c7185-31a5-414c-aee9-08c216e12d0e,-33.4328969,-70.6479769,Santiago,"(500000.0, 1000000.0]",821,POINT (-70.6479769 -33.4328969),821,14995,25.0,"['L2R', '506e']","['72', 'PA450']","['70', 'PA452']","[8.2, 2.6]",6.3,4.6,1.3,"[2.0, 1.5]",26.3,4
"Fernando Lazcano 1280, San Miguel, Chile, El Llano, San Miguel, RM (Metropolitana)",700000.0,Gastos comunes aproximados $ 91.000,116 m² totales / 3 dormitorios / 2 baños,3,2023-06-13,Publicado hace 35 días,"Penthouse Metro El Llano, 2d, 2b, Estacionamiento, Bodega...",https://www.portalinmobiliario.com/MLC-1382430891-penthouse-metro-el-llano-2d-2b-estacionamiento-bodega-_JM#position=11&search_layout=stack&type=item&tracking_id=8955f62d-f63d-44ca-9191-0df9fdaaaaa9,-33.484004321739135,-70.65196386956521,Santiago,"(500000.0, 1000000.0]",839,POINT (-70.65196386956521 -33.48400432173914),839,14995,24.0,['L2R'],['45'],['70'],[4.4],6.5,15.4,0.0,[4.7],31.0,1
"Ismael Valdés Vergara 590, Santiago, Chile, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",675000.0,Gastos comunes aproximados $ 120.000,59 m² totales / 2 dormitorios / 2 baños,3,2023-06-13,Publicado hace 4 meses,Departamento En Ismael Valdes Vergara Con Miraflores (501),https://www.portalinmobiliario.com/MLC-1382894581-departamento-en-ismael-valdes-vergara-con-miraflores-501-_JM#position=16&search_layout=stack&type=item&tracking_id=8955f62d-f63d-44ca-9191-0df9fdaaaaa9,-33.4331341,-70.6512905,Santiago,"(500000.0, 1000000.0]",844,POINT (-70.6512905 -33.4331341),844,14995,23.0,"['L2R', '509']","['12', 'PA450']","['70', 'PA452']","[6.8, 3.3]",3.1,4.6,1.3,"[1.5, 1.4]",21.9,2
"Ismael Valdés Vergara 514, 8320061 Santiago, Región Metropolitana, Chile, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",780000.0,Gastos comunes aproximados $ 210.000,125 m² totales / 1 dormitorio / 2 baños,3,2023-06-13,Publicado hace 32 días,Amplio Departamento Con Vista Al Parque Pasos  Bellas Artes,https://www.portalinmobiliario.com/MLC-1659576160-amplio-departamento-con-vista-al-parque-pasos-bellas-artes-_JM#position=8&search_layout=stack&type=item&tracking_id=4220e30e-7e18-4214-aa99-82ff18384a00,-33.4331341,-70.6512905,Santiago,"(500000.0, 1000000.0]",873,POINT (-70.6512905 -33.4331341),873,14995,23.0,"['L2R', '509']","['12', 'PA450']","['70', 'PA452']","[6.8, 3.3]",3.1,4.6,1.3,"[2.3, 3.0]",24.2,1
"Lord Cochrane, Santiago, Chile, Parque O'Higgins, Santiago, RM (Metropolitana)",700000.0,,67 m² totales / 3 dormitorios / 2 baños,3,2023-06-13,Publicado hace 21 días,Lord Cochrane - Metro Moneda.,https://www.portalinmobiliario.com/MLC-1693662020-lord-cochrane-metro-moneda-_JM#position=34&search_layout=stack&type=item&tracking_id=4220e30e-7e18-4214-aa99-82ff18384a00,-33.4468375,-70.655167,Santiago,"(500000.0, 1000000.0]",891,POINT (-70.65516700000001 -33.4468375),891,14995,22.0,['509'],['PA86'],['PA452'],[12.3],6.3,4.6,0.0,[1.1],24.2,2
"Cerro El Plomo 5400 - 5700, Las Condes, Chile, Nueva Las Condes, Las Condes, RM (Metropolitana)",700000.0,Gastos comunes aproximados $ 120.000,54 m² totales / 1 dormitorio / 1 baño,3,2023-06-13,Publicado hace 8 días,"Cerro El Plomo, Inmejorable Ubicación ",https://www.portalinmobiliario.com/MLC-1721276294-cerro-el-plomo-inmejorable-ubicacion-_JM#position=45&search_layout=stack&type=item&tracking_id=4220e30e-7e18-4214-aa99-82ff18384a00,-33.6203013,-70.6772515,Santiago,"(500000.0, 1000000.0]",901,POINT (-70.6772515 -33.6203013),901,14995,20.0,"['L1', '121']","['26', 'PA273']","['83', 'PA276']","[2.1, 4.3]",5.0,4.3,5.8,"[1.4, 1.5]",24.5,2
"Cóndor 1291, Santiago, Chile, Parque Almagro, Santiago, RM (Metropolitana)",800000.0,Gastos comunes aproximados $ 80.000,144 m² totales / 4 dormitorios / 2 baños,3,2023-06-13,Publicado hace 30 días,Estación Parque Bustamante Línea 3 Condor Nataniel Cox,https://www.portalinmobiliario.com/MLC-1384104657-estacion-parque-bustamante-linea-3-condor-nataniel-cox-_JM#position=50&search_layout=stack&type=item&tracking_id=4220e30e-7e18-4214-aa99-82ff18384a00,-33.4508035,-70.65292415833335,Santiago,"(500000.0, 1000000.0]",905,POINT (-70.65292415833335 -33.4508035),905,14995,20.0,"['301', '506']","['PA196', 'PA448']","['PA57', 'PA452']","[5.1, 5.9]",3.0,4.6,5.3,"[1.0, 1.4]",26.2,1
"Tegualda 1770, Ñuñoa, Chile, Metro Irarrázaval, Ñuñoa, RM (Metropolitana)",650000.0,Gastos comunes aproximados $ 95.000,70 m² totales / 2 dormitorios / 2 baños,3,2023-06-13,Publicado hace 27 días,"Excelente Dp En  Edificio Full Equipado 70 M2, Mas Terraza",https://www.portalinmobiliario.com/MLC-1678266678-excelente-dp-en-edificio-full-equipado-70-m2-mas-terraza-_JM#position=5&search_layout=stack&type=item&tracking_id=3ecd483c-6832-468b-9e2a-a03365c59bde,-33.4629271,-70.6759376,Santiago,"(500000.0, 1000000.0]",907,POINT (-70.6759376 -33.4629271),907,14995,21.0,"['I18', '506v']","['PA11', 'PA289']","['PA12', 'PA433']","[2.1, 3.8]",6.0,3.4,2.5,"[3.6, 1.7]",23.1,1
"Irarrázaval 4994, Plaza Egaña, Ñuñoa, RM (Metropolitana)",650000.0,,60 m² totales / 2 dormitorios / 2 baños,3,2023-06-13,Publicado hace 28 días por Corredores Independientes,"01198 Práctico Dpto. En Arriendo De 2h, 2b, Estac, Y Bodega",https://www.portalinmobiliario.com/MLC-1670412840-01198-practico-dpto-en-arriendo-de-2h-2b-estac-y-bodega-_JM#position=9&search_layout=stack&type=item&tracking_id=3ecd483c-6832-468b-9e2a-a03365c59bde,-33.4549221,-70.628254,Santiago,"(500000.0, 1000000.0]",910,POINT (-70.628254 -33.4549221),910,14995,22.0,['506'],['PD564'],['PA452'],[13.4],1.7,4.6,0.0,[3.0],22.6,14
"Llano Subercaseaux 2700 - 3000, San Miguel, Chile, El Llano, San Miguel, RM (Metropolitana)",650000.0,,80 m² totales / 3 dormitorios / 2 baños,3,2023-06-13,Publicado hace 17 días,Se Arrienda Departamento Llano Subercaesaux 2959 ,https://www.portalinmobiliario.com/MLC-1388814283-se-arrienda-departamento-llano-subercaesaux-2959-_JM#position=16&search_layout=stack&type=item&tracking_id=3ecd483c-6832-468b-9e2a-a03365c59bde,-33.4801997,-70.6490546,Santiago,"(500000.0, 1000000.0]",914,POINT (-70.6490546 -33.4801997),914,14995,26.0,"['508', '119']","['PA421', 'PA774']","['PA264', 'PA276']","[2.8, 10.3]",2.6,4.3,2.0,"[1.1, 2.3]",25.3,1
"San Antonio 486, Santiago, Chile, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",700000.0,,80 m² totales / 3 dormitorios / 2 baños,3,2023-06-13,Publicado hace 3 meses,Amplio Departamento Recien Remodelado,https://www.portalinmobiliario.com/MLC-1608967536-amplio-departamento-recien-remodelado-_JM#position=6&search_layout=stack&type=item&tracking_id=47d64f66-fb89-4772-9604-21e69d63e79c,-33.43734991428572,-70.64865717142858,Santiago,"(500000.0, 1000000.0]",932,POINT (-70.64865717142858 -33.43734991428572),932,14995,25.0,"['L2V', 'L2R', '507']","['90', '29', 'PA450']","['29', '70', 'PA322']","[2.3, 1.6, 3.6]",5.9,3.3,1.3,"[1.2, 1.1, 4.2]",24.5,14
"Ricardo Morales 3003, San Miguel, Chile, El Llano, San Miguel, RM (Metropolitana)",700000.0,,86 m² totales / 3 dormitorios / 2 baños,3,2023-06-13,Publicado hace 4 días,"Departamento En Arriendo, Ricardo Morales 3003",https://www.portalinmobiliario.com/MLC-1727855344-departamento-en-arriendo-ricardo-morales-3003-_JM#position=19&search_layout=stack&type=item&tracking_id=47d64f66-fb89-4772-9604-21e69d63e79c,-33.48100012235294,-70.65167126235295,Santiago,"(500000.0, 1000000.0]",941,POINT (-70.65167126235295 -33.48100012235294),941,14995,24.0,"['L2R', '509']","['45', 'PA450']","['70', 'PA452']","[4.4, 3.0]",6.3,4.6,1.3,"[3.6, 1.8]",25.0,1
"Monseñor Eyzaguirre  65, Metro Monseñor Eyzaguirre, Ñuñoa, RM (Metropolitana)",720000.0,Gastos comunes aproximados $ 170.000,105 m² totales / 3 dormitorios / 2 baños,3,2023-06-13,Publicado hace 2 meses,Dpto 3d 2b Estac. Y Bo. Monseñor Eyzaguirre Oportunidad,https://www.portalinmobiliario.com/MLC-1386641235-dpto-3d-2b-estac-y-bo-monsenor-eyzaguirre-oportunidad-_JM#position=12&search_layout=stack&type=item&tracking_id=802e9220-bf1e-44c9-9e8b-17cc9b245e32,-33.4536939925,-70.61377080125,Santiago,"(500000.0, 1000000.0]",973,POINT (-70.61377080125 -33.4536939925),973,14995,25.0,"['L3', '506']","['117', 'PA446']","['116', 'PA452']","[4.1, 8.0]",1.4,4.6,2.1,"[2.6, 2.8]",25.6,24
"Avenida Salvador, Providencia, Chile, Barrio Italia, Providencia, RM (Metropolitana)",675000.0,Gastos comunes aproximados $ 170.000,90 m² totales / 2 dormitorios / 2 baños,3,2023-06-13,Publicado hace 22 días,"Se Arrienda Lindo Departamento, Sin Comisión",https://www.portalinmobiliario.com/MLC-1386551689-se-arrienda-lindo-departamento-sin-comision-_JM#position=18&search_layout=stack&type=item&tracking_id=802e9220-bf1e-44c9-9e8b-17cc9b245e32,-33.4609318,-70.6214887,Santiago,"(500000.0, 1000000.0]",978,POINT (-70.6214887 -33.4609318),978,14995,26.0,"['519', '506e']","['PD563', 'PD564']","['PD564', 'PA452']","[3.2, 12.0]",2.6,4.6,0.0,"[2.8, 3.2]",28.4,2
"Rosas, Santiago, Chile, Barrio Brasil, Santiago, RM (Metropolitana)",640000.0,,84 m² totales / 1 dormitorio / 1 baño,3,2023-06-13,Publicado hace 35 días,"Arriendo Hermoso Y Amplio Loft. Rosas, Barrio Yungay Stgo.",https://www.portalinmobiliario.com/MLC-1391907275-arriendo-hermoso-y-amplio-loft-rosas-barrio-yungay-stgo-_JM#position=26&search_layout=stack&type=item&tracking_id=802e9220-bf1e-44c9-9e8b-17cc9b245e32,-33.4359242,-70.660568,Santiago,"(500000.0, 1000000.0]",982,POINT (-70.660568 -33.4359242),982,14995,22.0,"['L2R', '506e']","['4', 'PA450']","['70', 'PA452']","[4.4, 2.6]",5.3,4.6,1.3,"[1.0, 2.7]",21.9,4
"Avenida Libertador Bernardo O'higgins 351, Santiago, Chile, Barrio Lastarria, Santiago, RM (Metropolitana)",650000.0,Gastos comunes aproximados $ 110.000,60 m² totales / 2 dormitorios / 2 baños,3,2023-06-13,Publicado hace 26 días,Departamento Amoblado Barrio Lastarria,https://www.portalinmobiliario.com/MLC-1681318086-departamento-amoblado-barrio-lastarria-_JM#position=38&search_layout=stack&type=item&tracking_id=802e9220-bf1e-44c9-9e8b-17cc9b245e32,-33.44033845,-70.64112165,Santiago,"(500000.0, 1000000.0]",992,POINT (-70.64112165 -33.44033845),992,14995,23.0,"['L1', 'L2R', '507']","['96', '44', 'PA450']","['44', '70', 'PA322']","[4.4, 2.6, 3.6]",1.2,3.3,1.3,"[1.2, 1.1, 3.6]",22.3,14
"Irarrázaval 2150, Metro Ñuñoa, Ñuñoa, RM (Metropolitana)",720000.0,Gastos comunes aproximados $ 140.000,67 m² totales / 2 dormitorios / 2 baños,3,2023-06-13,Publicado hace 46 días,Departamento Semi-amoblado Orientación No 2d+2b+1e+1b,https://www.portalinmobiliario.com/MLC-1389366907-departamento-semi-amoblado-orientacion-no-2d2b1e1b-_JM#position=47&search_layout=stack&type=item&tracking_id=802e9220-bf1e-44c9-9e8b-17cc9b245e32,-33.4549221,-70.628254,Santiago,"(500000.0, 1000000.0]",999,POINT (-70.628254 -33.4549221),999,14995,21.0,['506'],['PD564'],['PA452'],[13.4],1.7,4.6,0.0,[2.8],22.4,18
"Irarrazaval 4200, Parque Juan XXIII, Ñuñoa, RM (Metropolitana)",700000.0,Gastos comunes aproximados $ 180.000,80 m² totales / 2 dormitorios / 2 baños,3,2023-06-13,Publicado hace 25 días,Hermosa Vista Panorámica Y 2 Estacionamientos,https://www.portalinmobiliario.com/MLC-1681589580-hermosa-vista-panoramica-y-2-estacionamientos-_JM#position=2&search_layout=stack&type=item&tracking_id=b2970699-f194-469b-8f7b-ca93e9d57f27,-33.4549221,-70.628254,Santiago,"(500000.0, 1000000.0]",1002,POINT (-70.628254 -33.4549221),1002,14995,21.0,['506'],['PD564'],['PA452'],[13.4],1.7,4.6,0.0,[2.8],22.4,20
"Avenida Irarrázaval, Ñuñoa, Chile, Metro Ñuñoa, Ñuñoa, RM (Metropolitana)",650000.0,Gastos comunes aproximados $ 120.000,65 m² totales / 2 dormitorios / 2 baños,3,2023-06-13,Publicado hace 21 días,"Metro Villa Frei, Depto Amoblado De 2 Dormitorios, 2 Baños",https://www.portalinmobiliario.com/MLC-1386916553-metro-villa-frei-depto-amoblado-de-2-dormitorios-2-banos-_JM#position=3&search_layout=stack&type=item&tracking_id=b2970699-f194-469b-8f7b-ca93e9d57f27,-33.4519863,-70.6309977,Santiago,"(500000.0, 1000000.0]",1003,POINT (-70.63099769999999 -33.4519863),1003,14995,26.0,"['227', '507']","['PD327', 'PA443']","['PA200', 'PA322']","[3.0, 13.1]",1.0,3.3,2.8,"[1.6, 1.8]",26.6,5
